x,y,z,u,v,w,p
-0.284203,0,2.00792,-0.725458,-9.10E-05,-0.0258724,-8.20526
-0.284203,0,2,-1.11E-05,-1.39E-09,-3.96E-07,-8.18978
-0.279514,0,2.00792,-0.713782,7.93E-05,-0.0249694,-8.11787
-0.260758,0,2,-9.50E-06,1.03E-08,-3.11E-07,-7.7732
-0.265447,0,2.00792,-0.680015,0.000567943,-0.022622,-7.8668
-0.265447,0,2,-1.05E-05,8.79E-09,-3.50E-07,-7.85308
-0.260758,0,2.00792,-0.669132,0.000724816,-0.0219196,-7.78655
-0.242001,0,2,-7.61E-06,1.59E-08,-2.39E-07,-7.46845
-0.24669,0,2.00792,-0.637295,0.00116924,-0.020175,-7.55496
-0.24669,0,2,-7.67E-06,1.41E-08,-2.43E-07,-7.54255
-0.242001,0,2.00792,-0.626896,0.00130953,-0.0196923,-7.4806
-0.223244,0,2,-7.13E-06,2.22E-08,-2.22E-07,-7.18441
-0.227933,0,2.00792,-0.596008,0.00170184,-0.0185434,-7.26515
-0.227933,0,2,-6.77E-06,1.93E-08,-2.11E-07,-7.25365
-0.223244,0,2.00792,-0.585788,0.0018231,-0.0182157,-7.19572
-0.204487,0,2,-7.03E-06,2.92E-08,-2.21E-07,-6.91821
-0.209177,0,2.00792,-0.555181,0.00216063,-0.0173721,-6.99403
-0.209177,0,2,-7.11E-06,2.77E-08,-2.22E-07,-6.9832
-0.204487,0,2.00792,-0.54501,0.0022648,-0.0171168,-6.92889
-0.185731,0,2,-6.87E-06,3.61E-08,-2.22E-07,-6.6679
-0.19042,0,2.00792,-0.514447,0.00256009,-0.0164817,-6.73939
-0.19042,0,2,-6.59E-06,3.28E-08,-2.11E-07,-6.72909
-0.185731,0,2.00792,-0.504263,0.00265236,-0.0163021,-6.67811
-0.166974,0,2,-6.65E-06,4.30E-08,-2.27E-07,-6.43192
-0.171663,0,2.00792,-0.473549,0.00291716,-0.0159196,-6.4996
-0.171663,0,2,-6.75E-06,4.16E-08,-2.27E-07,-6.48965
-0.166974,0,2.00792,-0.463271,0.0029991,-0.0158278,-6.44179
-0.148217,0,2,-6.35E-06,4.97E-08,-2.34E-07,-6.20901
-0.152906,0,2.00792,-0.432143,0.00323021,-0.0156245,-6.27325
-0.152906,0,2,-6.16E-06,4.60E-08,-2.23E-07,-6.26357
-0.148217,0,2.00792,-0.421704,0.00329948,-0.0155551,-6.21863
-0.12946,0,2,-4.90E-06,4.58E-08,-1.97E-07,-5.99841
-0.13415,0,2.00792,-0.39011,0.00349116,-0.0153329,-6.05937
-0.13415,0,2,-5.28E-06,4.73E-08,-2.08E-07,-6.04995
-0.12946,0,2.00792,-0.379536,0.00354682,-0.0152445,-6.00776
-0.110704,0,2,-4.59E-06,5.09E-08,-2.02E-07,-5.79953
-0.115393,0,2.00792,-0.347618,0.00369837,-0.0149701,-5.85732
-0.115393,0,2,-4.70E-06,5.00E-08,-2.03E-07,-5.8482
-0.110704,0,2.00792,-0.33696,0.00374097,-0.0148706,-5.80857
-0.091947,0,2,-4.21E-06,5.57E-08,-2.07E-07,-5.61177
-0.0966362,0,2.00792,-0.304861,0.00385596,-0.0145613,-5.6665
-0.0966362,0,2,-3.90E-06,4.94E-08,-1.86E-07,-5.65771
-0.091947,0,2.00792,-0.294167,0.00388744,-0.0144487,-5.62047
-0.0731903,0,2,-3.59E-06,5.71E-08,-2.00E-07,-5.43453
-0.0778794,0,2.00792,-0.262038,0.00397315,-0.0140972,-5.48631
-0.0778794,0,2,-3.72E-06,5.64E-08,-2.00E-07,-5.4779
-0.0731903,0,2.00792,-0.251358,0.0039962,-0.0139738,-5.44284
-0.0544335,0,2,-2.68E-06,5.24E-08,-1.73E-07,-5.26717
-0.0591227,0,2.00792,-0.21934,0.00405895,-0.0136063,-5.31615
-0.0591227,0,2,-2.96E-06,5.47E-08,-1.83E-07,-5.30813
-0.0544335,0,2.00792,-0.208712,0.00407472,-0.0134835,-5.2751
-0.0356768,0,2,-2.02E-06,5.01E-08,-1.58E-07,-5.10908
-0.040366,0,2.00792,-0.176891,0.0041152,-0.0131216,-5.15541
-0.040366,0,2,-2.13E-06,4.96E-08,-1.58E-07,-5.14778
-0.0356768,0,2.00792,-0.166339,0.00412352,-0.0130002,-5.11661
-0.0169201,0,2,-1.78E-06,5.92E-08,-1.79E-07,-4.95966
-0.0216093,0,2.00792,-0.134784,0.00414099,-0.0126441,-5.00348
-0.0216093,0,2,-1.82E-06,5.59E-08,-1.71E-07,-4.99624
-0.0169201,0,2.00792,-0.124329,0.00414177,-0.0125278,-4.96679
0.00183665,0,2,-1.04E-06,5.17E-08,-1.52E-07,-4.81833
-0.00285253,0,2.00792,-0.0930881,0.00413652,-0.0122015,-4.8598
-0.00285253,0,2,-1.32E-06,5.88E-08,-1.73E-07,-4.85294
0.00183665,0,2.00792,-0.0827406,0.00413001,-0.0121017,-4.82509
0.0205934,0,2,-4.77E-07,4.68E-08,-1.35E-07,-4.68463
0.0159042,0,2.00792,-0.0518348,0.00410249,-0.0118452,-4.72384
0.0159042,0,2,-6.27E-07,4.96E-08,-1.43E-07,-4.71737
0.0205934,0,2.00792,-0.0416023,0.00408889,-0.0117622,-4.69099
0.0393501,0,2,-1.27E-08,4.76E-08,-1.27E-07,-4.55814
0.0346609,0,2.00792,-0.0111031,0.00404538,-0.010981,-4.59486
0.0346609,0,2,-1.30E-07,4.75E-08,-1.29E-07,-4.58916
0.0393501,0,2.00792,-0.00107764,0.00402829,-0.0107084,-4.5636
0.0581068,0,2,4.18E-07,4.24E-08,-1.18E-07,-4.43787
0.0534177,0,2.00792,0.0289191,0.00397031,-0.0108991,-4.47282
0.0534177,0,2,3.29E-07,4.52E-08,-1.24E-07,-4.46735
0.0581068,0,2.00792,0.0388906,0.00394748,-0.0110156,-4.44339
0.0768636,0,2,9.00E-07,4.40E-08,-1.11E-07,-4.3241
0.0721744,0,2.00792,0.0687528,0.00387144,-0.0104633,-4.35693
0.0721744,0,2,7.83E-07,4.41E-08,-1.19E-07,-4.35198
0.0768636,0,2.00792,0.0785735,0.00384268,-0.00972071,-4.32858
0.0956203,0,2,1.55E-06,4.93E-08,-1.18E-07,-4.21572
0.0909311,0,2.00792,0.107548,0.00375357,-0.00887871,-4.24631
0.0909311,0,2,1.42E-06,4.94E-08,-1.17E-07,-4.24238
0.0956203,0,2.00792,0.117104,0.00372279,-0.00888138,-4.21972
0.114377,0,2,1.83E-06,4.24E-08,-1.04E-07,-4.11226
0.109688,0,2.00792,0.145656,0.00362537,-0.0089646,-4.14199
0.109688,0,2,1.76E-06,4.38E-08,-1.08E-07,-4.13763
0.114377,0,2.00792,0.155116,0.00359136,-0.00882271,-4.1166
0.133134,0,2,2.55E-06,4.57E-08,-1.09E-07,-4.014
0.128445,0,2.00792,0.183275,0.00348432,-0.00839887,-4.04234
0.128445,0,2,2.35E-06,4.46E-08,-1.08E-07,-4.03812
0.133134,0,2.00792,0.192583,0.00344796,-0.00825639,-4.01818
0.15189,0,2,3.04E-06,4.37E-08,-1.02E-07,-3.9204
0.147201,0,2.00792,0.220257,0.00333418,-0.0078339,-3.94747
0.147201,0,2,2.98E-06,4.51E-08,-1.06E-07,-3.9434
0.15189,0,2.00792,0.229403,0.0032961,-0.00768338,-3.92445
0.170647,0,2,3.24E-06,3.82E-08,-9.35E-08,-3.8309
0.165958,0,2.00792,0.25661,0.00317746,-0.00762356,-3.85721
0.165958,0,2,3.29E-06,4.07E-08,-9.77E-08,-3.85292
0.170647,0,2.00792,0.265646,0.00313815,-0.00767851,-3.83534
0.189404,0,2,3.88E-06,3.83E-08,-9.34E-08,-3.74572
0.184715,0,2.00792,0.292571,0.00301438,-0.00737416,-3.77108
0.184715,0,2,3.75E-06,3.86E-08,-9.44E-08,-3.76663
0.189404,0,2.00792,0.301484,0.00297369,-0.00724641,-3.75012
0.208161,0,2,4.09E-06,3.41E-08,-8.26E-08,-3.66459
0.203471,0,2.00792,0.327995,0.00284677,-0.0069067,-3.68879
0.203471,0,2,3.96E-06,3.44E-08,-8.34E-08,-3.68453
0.208161,0,2.00792,0.336766,0.00280555,-0.0067988,-3.6688
0.226917,0,2,4.64E-06,3.29E-08,-8.02E-08,-3.58711
0.222228,0,2.00792,0.362862,0.00267701,-0.00651179,-3.61025
0.222228,0,2,4.38E-06,3.23E-08,-7.85E-08,-3.60617
0.226917,0,2.00792,0.3715,0.00263558,-0.0064172,-3.59114
0.245674,0,2,5.78E-06,3.51E-08,-8.66E-08,-3.51303
0.240985,0,2.00792,0.397206,0.00250644,-0.00616128,-3.53517
0.240985,0,2,5.63E-06,3.55E-08,-8.73E-08,-3.53126
0.245674,0,2.00792,0.405716,0.00246511,-0.00607439,-3.5169
0.264431,0,2,6.56E-06,3.43E-08,-8.59E-08,-3.44214
0.259742,0,2.00792,0.431042,0.00233623,-0.00583485,-3.46334
0.259742,0,2,6.40E-06,3.47E-08,-8.66E-08,-3.4596
0.264431,0,2.00792,0.439425,0.00229523,-0.00575188,-3.44585
0.283188,0,2,6.88E-06,3.09E-08,-7.92E-08,-3.37425
0.278498,0,2.00792,0.464368,0.00216728,-0.00552434,-3.39456
0.278498,0,2,6.71E-06,3.13E-08,-7.99E-08,-3.39097
0.283188,0,2.00792,0.472622,0.00212683,-0.00544576,-3.3778
0.301944,0,2,5.73E-06,2.23E-08,-5.85E-08,-3.30916
0.297255,0,2.00792,0.49718,0.00200057,-0.00523173,-3.32864
0.297255,0,2,6.13E-06,2.47E-08,-6.45E-08,-3.3252
0.301944,0,2.00792,0.505306,0.0019609,-0.00515694,-3.31256
0.320701,0,2,6.87E-06,2.30E-08,-6.23E-08,-3.24672
0.316012,0,2.00792,0.529475,0.0018371,-0.00495018,-3.2654
0.316012,0,2,6.35E-06,2.20E-08,-5.93E-08,-3.26211
0.320701,0,2.00792,0.537468,0.00179844,-0.00487603,-3.24997
0.339458,0,2,7.10E-06,2.05E-08,-5.73E-08,-3.18678
0.334769,0,2.00792,0.561228,0.00167778,-0.00466714,-3.20469
0.334769,0,2,7.54E-06,2.26E-08,-6.27E-08,-3.20156
0.339458,0,2.00792,0.569081,0.00164032,-0.00459102,-3.18987
0.358214,0,2,6.90E-06,1.71E-08,-4.94E-08,-3.12917
0.353525,0,2.00792,0.592405,0.00152336,-0.00437311,-3.14636
0.353525,0,2,6.33E-06,1.63E-08,-4.67E-08,-3.14338
0.358215,0,2.00792,0.600107,0.00148723,-0.00429301,-3.13211
0.376971,0,2,7.81E-06,1.66E-08,-4.92E-08,-3.07375
0.372282,0,2.00792,0.622958,0.0013744,-0.00406015,-3.09023
0.372282,0,2,8.08E-06,1.78E-08,-5.27E-08,-3.08743
0.376971,0,2.00792,0.630494,0.00133978,-0.0039738,-3.07651
0.395728,0,2,7.91E-06,1.44E-08,-4.34E-08,-3.02034
0.391039,0,2.00792,0.652821,0.00123174,-0.00371696,-3.03615
0.391039,0,2,7.94E-06,1.50E-08,-4.52E-08,-3.03354
0.395728,0,2.00792,0.660172,0.00119882,-0.00362035,-3.02291
0.414485,0,2,9.04E-06,1.40E-08,-4.21E-08,-2.96878
0.409796,0,2.00792,0.681903,0.00109604,-0.00332391,-2.98393
0.409795,0,2,8.45E-06,1.36E-08,-4.12E-08,-2.98153
0.414485,0,2.00792,0.689039,0.00106493,-0.00321078,-2.97112
0.433241,0,2,1.11E-05,1.45E-08,-4.19E-08,-2.91887
0.428553,0,2.00792,0.710069,0.000967663,-0.00285354,-2.93336
0.428552,0,2,1.04E-05,1.42E-08,-4.18E-08,-2.93123
0.433242,0,2.00792,0.716949,0.000938394,-0.00271702,-2.92093
0.451998,0,2,1.76E-05,1.93E-08,-5.08E-08,-2.87045
0.447311,0,2.00792,0.737139,0.000846808,-0.00229509,-2.88423
0.447309,0,2,1.53E-05,1.76E-08,-4.76E-08,-2.88244
0.452001,0,2.00792,0.743719,0.000819426,-0.00215104,-2.87213
0.470765,0,2,0.000180886,1.67E-07,-4.69E-07,-2.82393
0.466082,0,2.00793,0.763054,0.00073387,-0.00190132,-2.83645
0.466068,0,2,3.85E-05,3.71E-08,-9.60E-08,-2.83531
0.47079,0,2.00794,0.769448,0.000708534,-0.00199557,-2.82476
0.58859,0,2.00025,0.74782,0.000113995,0.0699547,-2.77051
0.588602,0,2.01844,0.971054,0.000291167,0.0474223,-2.70257
0.579242,0,2.00028,0.730683,0.000138901,0.0695718,-2.74566
0.579255,0,2.01847,0.960502,0.000330709,0.0470437,-2.69073
0.616644,0,2.03655,1.14067,0.00454878,0.0402365,-2.68359
0.597958,0,2.01842,0.993898,0.000197327,0.0455865,-2.69427
0.597941,0,2.00022,0.883515,0.000129043,0.0567349,-2.7204
0.597953,0,2.0366,1.20519,0.000439216,0.0387325,-2.68267
0.61664,0,2.00017,0.882352,-0.00212834,0.0597567,-2.71035
0.635347,0,2.00014,0.816989,0.00166935,0.0700832,-2.7398
-2.13362,0,2.07274,4.21476,4.99E-05,0.208506,1.23799
-1.90717,0,2.07274,4.1538,5.72E-05,0.262563,1.43444
-1.68177,0,2.07274,4.07442,6.64E-05,0.339854,1.68754
-1.45742,0,2.07274,3.96449,7.70E-05,0.45098,2.00078
-1.23412,0,2.07275,3.8153,9.69E-05,0.634924,2.42236
-1.01187,0,2.07275,3.59604,0.000141684,0.956055,2.8342
-0.790653,0,2.07275,3.37371,0.000190888,1.33488,2.95352
-0.771899,0,2.07276,3.27422,0.000210538,1.55518,2.87038
-0.753144,0,2.07277,3.25065,0.000208542,1.64488,2.74289
-0.734391,0,2.07278,3.22889,0.000200189,1.73983,2.55898
-0.715638,0,2.07279,3.20807,0.000185188,1.83888,2.33457
-0.696886,0,2.0728,3.18891,0.000163512,1.94064,2.06141
-0.678134,0,2.07282,3.17217,0.00013541,2.04387,1.73312
-0.659383,0,2.07285,3.15888,0.000101323,2.14759,1.34525
-0.640632,0,2.07288,3.1507,6.23E-05,2.25076,0.891508
-0.640424,0,2.07288,3.15072,0.000186572,2.25218,0.883924
0.616637,0,2.05773,1.36,0.00423346,0.0329601,-2.68096
0.630684,0,2.03652,1.15305,0.00135895,0.0391885,-2.69015
0.616632,0,2.07291,1.51715,0.00400755,0.0277469,-2.67907
0.635333,0,2.07288,1.55748,0.000768557,0.024423,-2.68056
0.654043,0,2.07285,1.57616,0.0007283,0.0211954,-2.68321
0.672761,0,2.07283,1.59455,0.000691657,0.0170947,-2.68689
0.691486,0,2.07281,1.61264,0.000662264,0.0119921,-2.69082
0.710221,0,2.0728,1.70547,0.000589834,-0.0248433,-2.7119
1.04965,0,2.07279,1.93654,0.000484085,-0.123251,-2.66055
1.38985,0,2.07278,2.21585,0.000395712,-0.242664,-2.44898
1.73084,0,2.07277,2.4654,0.000317633,-0.33623,-2.13486
-0.621882,0,2.07292,3.15196,0.0112776,2.379,0.20739
-0.603107,0,2.03661,2.70009,-0.0118983,2.48833,0.910039
-0.62186,0,2.03656,2.73598,0.0106896,2.44077,1.05925
-0.593731,0,2.03664,2.6806,-6.17E-05,2.59883,0.351069
-0.603123,0,2.0548,2.94141,-2.10E-05,2.48312,0.310969
-0.593747,0,2.05482,2.93976,-5.40E-05,2.5629,-0.216196
-0.574986,0,2.03671,2.67026,-0.000113149,2.72406,-0.452309
-0.575007,0,2.05489,2.96239,-0.000110282,2.66325,-1.11605
-0.584357,0,2.03667,2.67265,-8.85E-05,2.66048,-0.0289023
-0.584376,0,2.05485,2.9479,-8.37E-05,2.61373,-0.641451
-0.556259,0,2.03682,2.68978,-0.000156166,2.85694,-1.49441
-0.556287,0,2.05498,3.01619,-0.000159712,2.75593,-2.22522
-0.565619,0,2.03676,2.67518,-0.000135688,2.78973,-0.933488
-0.565644,0,2.05493,2.98461,-0.00013547,2.71121,-1.63605
-0.537574,0,2.03698,2.73003,-0.000189929,3.00527,-2.89986
-0.5376,0,2.05509,3.07617,-0.00020864,2.85787,-3.62686
-0.546909,0,2.03689,2.65783,-0.000173963,2.95722,-2.12307
-0.546939,0,2.05504,3.05976,-0.000183402,2.79457,-2.85657
-0.486033,0,2.0358,3.48764,-0.000412696,2.78289,-9.6372
-0.490793,0,2.0361,3.4775,-0.000340524,2.84482,-8.75272
-0.490793,0,2.0361,3.4775,-0.000340524,2.84482,-8.75272
-0.467124,0,2.03532,2.97981,-0.00127242,1.84723,-11.4003
-0.467124,0,2.03532,2.97981,-0.00127242,1.84723,-11.4003
-0.471838,0,2.0354,3.32736,-0.000849808,2.19687,-10.8572
-0.410813,0,2.03521,0.879901,-0.00358296,0.140806,-11.2344
-0.415503,0,2.03521,1.20943,-0.00336576,0.25362,-11.2046
-0.415503,0,2.03521,1.20943,-0.00336576,0.25362,-11.2046
-0.335785,0,2.0352,0.176094,-0.00284891,-0.067707,-9.27408
-0.340474,0,2.0352,0.301679,-0.00304009,-0.0617298,-9.36354
-0.340474,0,2.0352,0.301679,-0.00304009,-0.0617298,-9.36354
-0.317028,0,2.0352,0.124071,-0.00232613,-0.0686178,-8.85555
-0.321717,0,2.0352,0.230551,-0.0025645,-0.0666238,-8.94199
-0.321717,0,2.0352,0.230551,-0.0025645,-0.0666238,-8.94199
-0.279514,0,2.0352,0.0703856,-0.00115538,-0.0619359,-8.12315
-0.284204,0,2.0352,0.152006,-0.0014427,-0.0633487,-8.20018
-0.284204,0,2.0352,0.152006,-0.0014427,-0.0633487,-8.20018
-0.242001,0,2.0352,0.0572794,1.13E-05,-0.0552563,-7.50111
-0.24669,0,2.0352,0.123631,-0.000288855,-0.0573705,-7.57046
-0.24669,0,2.0352,0.123631,-0.000288855,-0.0573705,-7.57046
-0.223244,0,2.0352,0.0606919,0.000552104,-0.0534842,-7.21993
-0.227933,0,2.0352,0.121576,0.000258638,-0.0557164,-7.28594
-0.227933,0,2.0352,0.121576,0.000258638,-0.0557164,-7.28594
-0.148217,0,2.0352,0.115209,0.00224869,-0.050405,-6.2534
-0.152906,0,2.0352,0.161099,0.00201634,-0.0529345,-6.30748
-0.152906,0,2.0352,0.161099,0.00201634,-0.0529345,-6.30748
-0.12946,0,2.0352,0.135922,0.00256792,-0.0500535,-6.04426
-0.13415,0,2.0352,0.179078,0.00235575,-0.0526515,-6.0955
-0.13415,0,2.0352,0.179078,0.00235575,-0.0526515,-6.0955
-0.091947,0,2.0352,0.183683,0.00304008,-0.0487625,-5.65912
-0.0966362,0,2.0352,0.222096,0.00287001,-0.0516096,-5.70579
-0.0966362,0,2.0352,0.222096,0.00287001,-0.0516096,-5.70579
-0.0731903,0,2.0352,0.209996,0.00321379,-0.0476579,-5.48181
-0.0778794,0,2.0352,0.246403,0.00306124,-0.0505846,-5.52619
-0.0778794,0,2.0352,0.246403,0.00306124,-0.0505846,-5.52619
-0.0544335,0,2.0352,0.237512,0.00335693,-0.046388,-5.31408
-0.0591227,0,2.0352,0.272117,0.00322101,-0.0493432,-5.35636
-0.0591227,0,2.0352,0.272117,0.00322101,-0.0493432,-5.35636
-0.0356768,0,2.0352,0.265957,0.00346845,-0.044975,-5.15532
-0.040366,0,2.0352,0.298938,0.00335019,-0.0479523,-5.19562
-0.040366,0,2.0352,0.298938,0.00335019,-0.0479523,-5.19562
0.00183665,0,2.0352,0.324783,0.00358675,-0.0419571,-4.86246
-0.00285253,0,2.0352,0.354926,0.00350407,-0.0448593,-4.89904
-0.00285253,0,2.0352,0.354926,0.00350407,-0.0448593,-4.89904
0.0205934,0,2.0352,0.354936,0.00359755,-0.0404667,-4.72742
0.0159042,0,2.0352,0.383833,0.0035308,-0.0433111,-4.76226
0.0159042,0,2.0352,0.383833,0.0035308,-0.0433111,-4.76226
0.0393501,0,2.0352,0.385482,0.00358178,-0.0389758,-4.5993
0.0346609,0,2.0352,0.413225,0.00352954,-0.0417711,-4.63251
0.0346609,0,2.0352,0.413225,0.00352954,-0.0417711,-4.63251
0.0581068,0,2.0352,0.416305,0.0035448,-0.0375651,-4.47779
0.0534177,0,2.0352,0.443004,0.00350576,-0.0402775,-4.50941
0.0534177,0,2.0352,0.443004,0.00350576,-0.0402775,-4.50941
0.0956203,0,2.0352,0.478416,0.00341415,-0.0346288,-4.25229
0.0909311,0,2.0352,0.503253,0.0034004,-0.0372434,-4.28108
0.0909311,0,2.0352,0.503253,0.0034004,-0.0372434,-4.28108
0.170647,0,2.0352,0.602499,0.00298203,-0.0293241,-3.86392
0.165958,0,2.0352,0.624448,0.0030076,-0.0316141,-3.88789
0.165958,0,2.0352,0.624448,0.0030076,-0.0316141,-3.88789
0.208161,0,2.0352,0.663786,0.00271483,-0.027086,-3.69569
0.203472,0,2.0352,0.684572,0.00275449,-0.0292323,-3.71769
0.203472,0,2.0352,0.684572,0.00275449,-0.0292323,-3.71769
0.245674,0,2.0352,0.724432,0.00243153,-0.0250372,-3.54202
0.240985,0,2.0352,0.744199,0.00248207,-0.0270548,-3.56223
0.240985,0,2.0352,0.744199,0.00248207,-0.0270548,-3.56223
0.264431,0,2.0352,0.754439,0.0022874,-0.0240566,-3.4701
0.259742,0,2.0352,0.773748,0.0023423,-0.0260148,-3.48951
0.259742,0,2.0352,0.773748,0.0023423,-0.0260148,-3.48951
0.301945,0,2.0352,0.813656,0.00200023,-0.0221396,-3.33508
0.297255,0,2.0352,0.832146,0.00206181,-0.023983,-3.353
0.297255,0,2.0352,0.832146,0.00206181,-0.023983,-3.353
0.320701,0,2.0352,0.842796,0.00185925,-0.0211664,-3.27164
0.316012,0,2.0352,0.860922,0.00192326,-0.0229573,-3.28888
0.316012,0,2.0352,0.860922,0.00192326,-0.0229573,-3.28888
0.339458,0,2.0352,0.87157,0.00172116,-0.0201498,-3.21066
0.334769,0,2.0352,0.889364,0.00178705,-0.0218918,-3.22726
0.334769,0,2.0352,0.889364,0.00178705,-0.0218918,-3.22726
0.358215,0,2.0352,0.899934,0.00158674,-0.0190589,-3.15196
0.353526,0,2.0352,0.917427,0.00165398,-0.0207554,-3.16798
0.353526,0,2.0352,0.917427,0.00165398,-0.0207554,-3.16798
0.395731,0,2.0352,0.955197,0.00133169,-0.0164758,-3.04066
0.391042,0,2.03521,0.972202,0.00140016,-0.0180957,-3.05563
0.391042,0,2.03521,0.972202,0.00140016,-0.0180957,-3.05563
0.588606,0,2.03663,1.16621,0.000481345,0.0405468,-2.69124
0.588606,0,2.03937,1.19198,0.000512428,0.0392627,-2.68992
0.586546,0,2.03664,1.16412,0.000489296,0.0406353,-2.68831
0.616644,0,2.03655,1.14067,0.0045488,0.0402364,-2.68359
0.597953,0,2.0366,1.20519,0.0004392,0.0387325,-2.68267
0.616643,0,2.03655,1.14067,0.00454873,0.0402364,-2.68359
-2.13363,0,2.1091,4.24552,4.93E-05,0.209521,1.20651
-1.90717,0,2.1091,4.18795,5.63E-05,0.263661,1.39179
-1.68177,0,2.1091,4.11379,6.51E-05,0.340981,1.62633
-1.45742,0,2.10911,4.01346,7.47E-05,0.451956,1.91037
-1.23412,0,2.10911,3.88051,9.23E-05,0.634653,2.27381
-1.01187,0,2.10911,3.69934,0.000131522,0.950256,2.60016
-0.790655,0,2.10912,3.535,0.00017816,1.31497,2.59903
-0.771901,0,2.10912,3.47219,0.00020081,1.52271,2.42298
-0.753147,0,2.10913,3.46298,0.000202889,1.60633,2.2718
-0.734395,0,2.10914,3.45683,0.000199481,1.69466,2.07525
-0.715643,0,2.10915,3.45377,0.000189907,1.78656,1.83742
-0.696892,0,2.10916,3.45457,0.000173998,1.88035,1.54809
-0.678142,0,2.10918,3.45988,0.000151953,1.97406,1.20159
-0.659392,0,2.1092,3.47059,0.00012422,2.06575,0.794047
-0.640632,0,2.07429,3.16379,6.34E-05,2.24698,0.869333
-0.649095,0,2.10922,3.48017,0.000106325,2.1138,0.533624
0.616632,0,2.07291,1.51715,0.00400753,0.0277468,-2.67907
0.616631,0,2.07291,1.51715,0.00400754,0.0277469,-2.67907
0.635312,0,2.10923,1.87596,0.00105473,0.0079836,-2.68147
0.616606,0,2.10926,1.80005,0.0010785,0.0131856,-2.68633
0.654024,0,2.10921,1.89453,0.00100123,0.00585591,-2.67903
0.672744,0,2.10919,1.91243,0.000950967,0.00277307,-2.67775
0.691471,0,2.10917,1.92973,0.000907937,-0.00144662,-2.67709
0.710206,0,2.10916,2.01338,0.00077898,-0.0368219,-2.68742
1.04963,0,2.10915,2.21656,0.000585325,-0.131873,-2.62576
1.38984,0,2.10914,2.45969,0.000445336,-0.246167,-2.41423
1.73083,0,2.10914,2.67785,0.000348047,-0.334886,-2.10536
-0.640645,0,2.10923,3.48804,9.16E-05,2.15324,0.31989
-0.621899,0,2.10927,3.46357,4.08E-05,2.271,-0.258177
-0.603134,0,2.07297,3.22486,-0.000249821,2.41258,-0.351072
-0.603134,0,2.07297,3.22486,-0.000249832,2.41258,-0.351072
-0.584417,0,2.10935,3.48993,-0.00983526,2.40739,-1.45282
-0.603134,0,2.07297,3.22486,-0.000249833,2.41258,-0.351075
-0.593758,0,2.073,3.28397,-2.82E-05,2.45675,-1.00388
-0.603155,0,2.1093,3.45561,-0.0109381,2.34578,-0.759311
-0.565689,0,2.10939,3.61119,-0.000284234,2.42604,-2.40588
-0.584391,0,2.07302,3.34362,0.0108669,2.47702,-1.35503
-0.575021,0,2.07306,3.32899,-6.49E-05,2.52664,-1.71415
-0.584417,0,2.10935,3.48993,-0.00983526,2.40739,-1.45282
-0.546977,0,2.09131,3.54011,-0.000114001,2.52424,-3.0104
-0.565689,0,2.10939,3.61119,-0.000284238,2.42604,-2.40588
-0.565663,0,2.07309,3.41496,0.00966277,2.53319,-2.2727
-0.546973,0,2.10942,3.77521,-0.000323898,2.36925,-3.17073
-0.546958,0,2.07317,3.41157,-0.00013654,2.60081,-2.90991
-0.537612,0,2.0732,3.39529,-0.000199589,2.67106,-3.63634
-0.537618,0,2.09131,3.60819,-0.000173804,2.53322,-3.86258
-0.518924,0,2.07316,3.52488,-0.000261539,2.65093,-5.20272
-0.518905,0,2.09123,3.71734,-0.000246681,2.49651,-5.05673
-0.528269,0,2.0732,3.45876,-0.000230396,2.66884,-4.45973
-0.528263,0,2.09129,3.66215,-0.000210317,2.52153,-4.47037
-0.500175,0,2.07282,3.66929,-0.000332019,2.56178,-6.67108
-0.500144,0,2.09094,3.82888,-0.000324789,2.40645,-6.21237
-0.509565,0,2.07304,3.59573,-0.000294681,2.61592,-5.93676
-0.509533,0,2.09111,3.77357,-0.000284299,2.45842,-5.63719
-0.481317,0,2.07227,3.80476,-0.000434275,2.38709,-8.03623
-0.481317,0,2.09051,3.92672,-0.000421459,2.2608,-7.24915
-0.490751,0,2.07254,3.742,-0.000376684,2.48637,-7.37838
-0.490735,0,2.09072,3.8809,-0.000369798,2.34052,-6.75434
-0.462474,0,2.07191,3.83236,-0.000638369,2.10298,-9.06315
-0.462487,0,2.09018,3.98207,-0.000559011,2.06114,-8.0579
-0.471889,0,2.07206,3.84029,-0.000516291,2.26031,-8.61089
-0.471899,0,2.09032,3.96238,-0.000482753,2.16767,-7.68445
-0.443674,0,2.07175,3.6589,-0.00102999,1.70685,-9.623
-0.443686,0,2.09,3.94986,-0.000778082,1.80651,-8.61214
-0.45307,0,2.07181,3.77175,-0.0008103,1.91605,-9.39223
-0.453083,0,2.09008,3.97968,-0.000655886,1.94068,-8.36751
-0.424898,0,2.07168,3.31391,-0.00156232,1.27117,-9.83505
-0.424906,0,2.08992,3.80248,-0.00109879,1.5075,-8.91319
-0.434285,0,2.07171,3.50241,-0.00128597,1.48752,-9.76878
-0.434294,0,2.08996,3.89059,-0.000926431,1.66069,-8.79346
-0.406133,0,2.07165,2.89284,-0.00210948,0.884739,-9.78603
-0.406137,0,2.08987,3.5569,-0.00148977,1.19887,-9.00125
-0.415515,0,2.07166,3.10667,-0.00184191,1.0681,-9.83508
-0.415521,0,2.0899,3.68956,-0.001289,1.35181,-8.98017
